Id;fecha_version;POS;designation;engine;model_type;type;pn;nsn;GESA_NORM;GESA_NORMALIZADO;fg_code;fg_description;fg_code_description;weight;weight_txt;measurement;TIPOARTICULO;PAG;BOM_no;esquema_general;exp_motor;exp_categorias;atributo;SUST_TIPO;new_pn_relacionado;old_pn_relacionados;EN_EXCEL_SUSTITUCION;ruta_foto;exp_imagenes
RB-12V4000M40A-001246;;50;CLAMP;12V4000M40A, 16V4000M61, 16V4000M90;12VM40A, 16VM61, 16VM90;;8699950012;;;;;;;551,800 G;551,800 G;;;195, 200, 203, 702;0001843597;12V4000M40A-0203-01.webp, 16V4000M61-0200-01.webp, 16V4000M61-0702-01.webp, 16V4000M90-0195-01.webp;12V4000M40A, 16V4000M61, 16V4000M90;;;Superseded;XP52499100226;23540302, XP52418500004, 8699950012;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0200-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0702-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0195-01-50.webp
RB-12V4000M53-000386;;400;O-RING;12V4000M53;12VM53;;8699970106;5331124016721;;;35;CRANKSHAFT, PTO ON AUX PTO END;35 CRANKSHAFT, PTO ON AUX PTO END;0.013 KGM;0.013 KGM;A 260 X 3;;63;XS595030.00030;12V4000M53-0063-01.webp;12V4000M53;12VM53-35;;Superseded;700429260001;8699970106, 700294260002;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0063-01-400.webp
RB-12V4000M40A-001275;;10;ADHESIVE;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;8699970154;;;;;;;869 G;869 G;250 ML;;202, 207, 210, 221, 222, 223, 224, 225, 226, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 561, 578, 579, 580, 581, 582, 583, 709, 723, 724, 725, 726, 727, 728;0001880946;12V4000M40A-0210-01.webp, 12V4000M40A-0232-01.webp, 12V4000M40A-0233-01.webp, 12V4000M40A-0234-01.webp, 12V4000M40A-0235-01.webp, 12V4000M40A-0236-01.webp, 12V4000M40A-0237-01.webp, 12V4000M70-0224-01.webp, 12V4000M70-0241-01.webp, 12V4000M70-0242-01.webp, 12V4000M70-0243-01.webp, 12V4000M70-0244-01.webp, 12V4000M70-0245-01.webp, 12V4000M70-0246-01.webp, 12V4000M70-0561-01.webp, 12V4000M70-0578-01.webp, 12V4000M70-0579-01.webp, 12V4000M70-0580-01.webp, 12V4000M70-0581-01.webp, 12V4000M70-0582-01.webp, 12V4000M70-0583-01.webp, 16V4000M61-0207-01.webp, 16V4000M61-0221-01.webp, 16V4000M61-0222-01.webp, 16V4000M61-0223-01.webp, 16V4000M61-0224-01.webp, 16V4000M61-0225-01.webp, 16V4000M61-0226-01.webp, 16V4000M61-0709-01.webp, 16V4000M61-0723-01.webp, 16V4000M61-0724-01.webp, 16V4000M61-0725-01.webp, 16V4000M61-0726-01.webp, 16V4000M61-0727-01.webp, 16V4000M61-0728-01.webp, 16V4000M90-0202-01.webp, 16V4000M90-0235-01.webp, 16V4000M90-0236-01.webp, 16V4000M90-0237-01.webp, 16V4000M90-0238-01.webp, 16V4000M90-0239-01.webp, 16V4000M90-0240-01.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;;;Superseded;X00063857;8699970154;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0224-01-10.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0241-01-10.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0242-01-10.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0243-01-10.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0244-01-15.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0245-01-10.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0246-01-10.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0561-01-10.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0578-01-10.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0579-01-10.webp
RB-20V4000M93-000419;;280;O-RING;20V4000M93;20VM93;;8699970300;5331123229039;;;;;;0.04 KGM;0.04 KGM;A 460 X 4;;67;X52803500001;20V4000M93-0066-01.webp;20V4000M93;;;Superseded;700429460001;700294460000, 8699970300;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0066-01-280.webp
RB-12V4000M53-002304;;700;WASHER A;12V4000M53;12VM53;;8699970313;5330121465349;;;;;;0.001 KGM;0.001 KGM;A 27 X 32;;278;X59320800004;12V4000M53-0278-01.webp;12V4000M53;;;Superseded;007603027101;8699970313;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0278-01-700.webp
RB-16V4000M73-001695;;30;O-RING;16V4000M73;16VM73;;8699970334;5331123075319;;;183;OIL FILTRATION/COOLING;183 OIL FILTRATION/COOLING;0.011 KGM;0.011 KGM;A 120 X 4;;227;180.00189;16V4000M73-0227-01.webp;16V4000M73;16VM73-183;;Superseded;700429120000;8699970334, 000N13190/1, 11.03487-0004, 700294120001;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0227-01-30.webp
RB-16V4000M73-001633;;400;O-RING;16V4000M73;16VM73;;8699970820;5331123215573;;;;;;0.001 KGM;0.001 KGM;A 15,6 X 1,78;;222;X52718300038/31;16V4000M73-0220-01.webp, 16V4000M73-0220-02.webp, 16V4000M73-0221-01.webp;16V4000M73;;;Superseded;700429015005;0005330960, 000N55056/1, 8699970820;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0220-02-400.webp
RB-20V4000M93-000231;;4250;ANGLE;20V4000M93;20VM93;;8712370039;5340123573455;;;18;CRANKCASE BREATHER;18 CRANKCASE BREATHER;0.031 KGM;0.031 KGM;;;41;XS596180.00013;20V4000M93-0039-01.webp, 20V4000M93-0039-02.webp;20V4000M93;20VM93-18;;Superseded;5500780446;8712370039;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0039-02-4250.webp
RB-12V4000M70-000661;;10;PUMP;12V4000M70;12VM70;;8720900050;4320121631939;;;81;;81;1.388 KGM;1.388 KGM;;;117;080.00024;12V4000M70-0117-01.webp;12V4000M70;12VM70-81;;Superseded;0000911790;0001811398, 0001811298, 515B02701/1, 0000911090, 515B02702/1, 8720900050;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0117-01-10.webp
RB-12V4000M53-001844;;260;BUSHING;12V4000M53;12VM53;;8800150049;5365123880706;;;200;COOLANT SYSTEM;200 COOLANT SYSTEM;0.017 KGM;0.017 KGM;;;238;XS594200.00156;;12V4000M53;12VM53-200;;Superseded;5559920101;8800150049;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-000655;;410;RETAINER;12V4000M53;12VM53;;8801590040/94;5340123531488;;;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";0.054 KGM;0.054 KGM;;;108;XS593080.00025;12V4000M53-0107-01.webp;12V4000M53;12VM53-80;;Superseded;8801590040;8801590040/94;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0107-01-410.webp
RB-12V4000M40A-002213;;650;WASHER;12V4000M40A;12VM40A;;009021006205;5310121463860;;;;;;0.002 KGM;0.002 KGM;A 6,4;;337;X52450700025;12V4000M40A-0337-01.webp;12V4000M40A;;;Superseded;009021006103;009021006205;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000507;;440;HEX SCREW;12V4000M40A;12VM40A;;9909903417;5305123545430;;;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";0.039 KGM;0.039 KGM;M 10 X 60;;97;XS527080.00011;12V4000M40A-0097-01.webp;12V4000M40A;12VM40A-80;;Superseded;304017010051;197Y00004/1, 000931010212, 000931010102, 000933010193, 000931010271, 9909903417;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000279;;35;O-RING;12V4000M40A;12VM40A;;20029972145/0;5331123625458;;;35;CRANKSHAFT, PTO ON AUX PTO END;35 CRANKSHAFT, PTO ON AUX PTO END;0.001 KGM;0.001 KGM;A 21 X 3;;50;030.00387;12V4000M40A-0050-01.webp;12V4000M40A;12VM40A-35;;Superseded;700429021002;121M01007/1, 20029972145/0;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000658;;110;GROMMET;12V4000M40A;12VM40A;;20029977382/0;5325121426504;;;86;LEAK-OFF FUEL LINE / FUEL RETURN;86 LEAK-OFF FUEL LINE / FUEL RETURN;0.001 KGM;0.001 KGM;6;;115;080.00270;12V4000M40A-0115-01.webp;12V4000M40A;12VM40A-86;;Superseded;700327006000;20029977382/0;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000172;;20;THREAD PLUG;12V4000M40A;12VM40A;;28200100381/0;5365121772210;;;24;GEARCASE, AUX PTO END;24 GEARCASE, AUX PTO END;0.07 KGM;0.07 KGM;M 26 X 1,5;;36;020.00111;12V4000M40A-0036-01.webp;12V4000M40A;12VM40A-24;;Superseded;000908026005;000908026008, DDE N000908026001, 000908026001, 06.08040-0109, 28200100381/0, 28200160171/0, 28200160074/0, XP52229700001, DDE N000908026005;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000172;;20;THREAD PLUG;12V4000M40A;12VM40A;;28200160074/0;5365121772210;;;24;GEARCASE, AUX PTO END;24 GEARCASE, AUX PTO END;0.07 KGM;0.07 KGM;M 26 X 1,5;;36;020.00111;12V4000M40A-0036-01.webp;12V4000M40A;12VM40A-24;;Superseded;000908026005;000908026008, DDE N000908026001, 000908026001, 06.08040-0109, 28200100381/0, 28200160171/0, 28200160074/0, XP52229700001, DDE N000908026005;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000172;;20;THREAD PLUG;12V4000M40A;12VM40A;;28200160171/0;5365121772210;;;24;GEARCASE, AUX PTO END;24 GEARCASE, AUX PTO END;0.07 KGM;0.07 KGM;M 26 X 1,5;;36;020.00111;12V4000M40A-0036-01.webp;12V4000M40A;12VM40A-24;;Superseded;000908026005;000908026008, DDE N000908026001, 000908026001, 06.08040-0109, 28200100381/0, 28200160171/0, 28200160074/0, XP52229700001, DDE N000908026005;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-001741;;685;SPACER BUSHING;12V4000M40A, 16V4000M73, 16V4000M73L;12VM40A, 16VM73, 16VM73L;;28200750053/0;;;;202;;202;64,300 G;64,300 G;;;86, 100, 258, 454, 571, 808, 916, 1163, 1259;200.00600;12V4000M40A-0256-01.webp, 12V4000M40A-0256-02.webp, 12V4000M40A-0257-01.webp, 16V4000M73-0100-01.webp, 16V4000M73-0454-01.webp, 16V4000M73-0808-01.webp, 16V4000M73-1163-01.webp, 16V4000M73L-0086-01.webp, 16V4000M73L-0571-01.webp, 16V4000M73L-0916-01.webp, 16V4000M73L-1259-01.webp;12V4000M40A, 16V4000M73, 16V4000M73L;12VM40A-202, 16VM73-73, 16VM73L-73;;Superseded;X00019462;28200750053/0;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0100-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0454-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0808-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1163-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0086-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0571-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0916-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1259-01-150.webp
RB-12V4000M40A-001348;;670;SCREW-FITTING UNION;12V4000M40A;12VM40A;;28209970071/0;4730121580957;;;188;CONNECTING HARDWARE FOR ENGINE OIL SUPPLY;188 CONNECTING HARDWARE FOR ENGINE OIL SUPPLY;0.157 KGM;0.157 KGM;28 G 1 A;;220;X00024195;12V4000M40A-0220-01.webp;12V4000M40A;12VM40A-188;;Superseded;700419999018;8209970071, 28209970071/0, 111P14001/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000879;;120;UNION 10G 3/8 A;12V4000M40A;12VM40A;;28209972072/0;4730123593319;;;128;CONTROL BLOCK FOR AIR AND EXHAUST FLOW CONTROL FLAPS;128 CONTROL BLOCK FOR AIR AND EXHAUST FLOW CONTROL FLAPS;0.031 KGM;0.031 KGM;12 G 3/8 A;;152;120.00230;12V4000M40A-0151-01.webp, 12V4000M40A-0151-02.webp;12V4000M40A;12VM40A-128;;Superseded;700419999010;28209972072/0, 635M17002/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000496;;220;PLUG;12V4000M40A;12VM40A;;28209972130/0;5365012542336;;;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";0.049 KGM;0.049 KGM;M 18 X 1,5;;97;XS527080.00011;12V4000M40A-0097-01.webp;12V4000M40A;12VM40A-80;;Superseded;000910018003;28209972130/0, 06.08062-0105, 000910018002, 111M03001/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000713;;187;WASHER TAB LOCKING 8.4 ST52-3 03;12V4000M40A;12VM40A;;28369940032/0;5310121254327;;;;;;0.001 KGM;0.001 KGM;8,4;;122;X00039514;12V4000M40A-0121-01.webp;12V4000M40A;;;Superseded;700292008400;28369940032/0, 000463008400, 000463008402;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-001107;;1150;SCREW-FITTING UNION;12V4000M53;12VM53;;28369970372/0;4730123860028;;;;;;0.025 KGM;0.025 KGM;10 G 1/4 A;;151;X59412300090;12V4000M53-0151-01.webp;12V4000M53;;;Superseded;700419999021;28369970372/0;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0151-01-1150.webp
RB-12V4000M53-001974;;3440;CONNECTOR 8/4;12V4000M53;12VM53;;28391870237/0;4730123116521;;;200;COOLANT SYSTEM;200 COOLANT SYSTEM;0.03 KGM;0.03 KGM;8 / 4;;240;XS594200.00156;;12V4000M53;12VM53-200;;Superseded;915007008003;915007008000, 114M68014/1, 28391870237/0;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-001547;;130;WASHER A COP;12V4000M40A;12VM40A;;28399970144/0;5330121564823;;;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;0.002 KGM;0.002 KGM;A 27 X 32;;243;XK526200.746010-01;12V4000M40A-0243-01.webp;12V4000M40A;12VM40A-202;;Superseded;007603027100;000N22031/1, 06.56190-0729, 28399970144/0, 000N90133/1, 005016;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000009;;80;VALVE DRAIN;12V4000M40A;12VM40A;;071401018200;4820123372715;;;11;CRANKCASE;11 CRANKCASE;0.125 KGM;0.125 KGM;;;13;010.00475;12V4000M40A-0012-01.webp, 12V4000M40A-0012-02.webp;12V4000M40A;12VM40A-11;;Superseded;0049976736;06.93160-0120, 071401018200, 111L37701/1, 5509970036, 0009970436;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/0049976736.jpeg;0049976736.jpeg, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/0049976736.jpeg
RB-12V4000M40A-002055;;116;CABLE;12V4000M40A;12VM40A;;072551001680;;;;;;;0.001 KGM;0.001 KGM;1,5 QMM SCHWARZ;;319;X00E52800003;12V4000M40A-0319-01.webp;12V4000M40A;;;Superseded;0085310180;072551002680, 072551001680;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-002055;;116;CABLE;12V4000M40A;12VM40A;;072551002680;;;;;;;0.001 KGM;0.001 KGM;1,5 QMM SCHWARZ;;319;X00E52800003;12V4000M40A-0319-01.webp;12V4000M40A;;;Superseded;0085310180;072551002680, 072551001680;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000412;;10;GASKET;12V4000M40A;12VM40A;;93212870263;5330123781986;;;55;VALVE DRIVE;55 VALVE DRIVE;0.016 KGM;0.016 KGM;;;80;050.00094;12V4000M40A-0080-01.webp;12V4000M40A;12VM40A-55;;Superseded;5240160321;5240160221, 93212870263;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-002504;;110;BATTERY;12V4000M40A;12VM40A;;93270510502;6135995737965;;;;;;0.009 KGM;0.009 KGM;D=25,4X7,7, KNOPFZELLE_3V,;;370;X00E50203600;12V4000M40A-0370-01.webp;12V4000M40A;;;Superseded;0005325752;93.27051-0502, 93270510502;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-000506;;50;NUT ADEC;12V4000M53;12VM53;;200439016200;5310123761085;;;;;;0.018 KGM;0.018 KGM;M 16 X 1,5;;89;X52405500124;12V4000M53-0089-01.webp;12V4000M53;;;Superseded;000000000403;200439016200;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0089-01-50.webp
RB-12V4000M40A-000714;;190;STUD;12V4000M40A;12VM40A;;200835008005;;;;;;;31,700 G;31,700 G;M 8 X 70;;122, 128;X00039514;12V4000M40A-0121-01.webp, 12V4000M40A-0127-01.webp;12V4000M40A;;;Superseded;200835008006;200835008005, 511SK0856;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-001908;;70;PLUG;12V4000M40A;12VM40A;;200908042000;5365123735713;;;;;;0.064 KGM;0.064 KGM;M 42 X 2;;287;5242000585;12V4000M40A-0287-01.webp;12V4000M40A;;;Superseded;735072042000;5039970532, 200908042000;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-002294;;200;PLUG;12V4000M53;12VM53;;200908052000;5365123735717;;;;;;0.105 KGM;0.105 KGM;M 52 X 2;;278;X59320800004;12V4000M53-0278-01.webp;12V4000M53;;;Superseded;735072052000;5559970130, 200908052000;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0278-01-200.webp
RB-12V4000M40A-000697;;100;HEX SCREW;12V4000M40A;12VM40A;;200931006001;5305123572332;;;;;;0.008 KGM;0.008 KGM;M 6 X 30;;121;X00039514;12V4000M40A-0121-01.webp;12V4000M40A;;;Superseded;304017006064;000931006107, 200931006001, 000933006126;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M70-000955;;160;HEX SCREW;12V4000M70;12VM70;;200933008007;5305123554937;;;;;;0.014 KGM;0.014 KGM;M 8 X 30;;154;X00014143;12V4000M70-0154-01.webp;12V4000M70;;;Superseded;304017008082;000933008182, 200933008007;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0154-01-160.webp
RB-12V4000M40A-001943;;15;HEX SCREW;12V4000M40A;12VM40A;;200933020000;5305123599951;;;231;ENGINE MOUNTING;231 ENGINE MOUNTING;0.348 KGM;0.348 KGM;M 20 X140 AK;;295;230.00054;12V4000M40A-0295-01.webp;12V4000M40A;12VM40A-231;;Superseded;304017020007;200933020000;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000379;;25;RING SHIM;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;12VM40A, 12VM53, 12VM70, 16VM61, 16VM73, 16VM73L, 16VM90, 20VM93, 20VM93L;;200988045000;;;;;;;8,800 G;8,800 G;45 X 55 X 1,5;;73, 74, 80, 86, 87, 90, 91, 93, 429, 442, 447, 487, 565, 581, 801, 883, 910, 1156, 1191, 1253, 1279, 1564;5240500833;12V4000M40A-0073-01.webp, 12V4000M53-0087-01.webp, 12V4000M53-0442-01.webp, 12V4000M70-0090-01.webp, 12V4000M70-0429-01.webp, 16V4000M61-0074-01.webp, 16V4000M61-0581-01.webp, 16V4000M73-0093-01.webp, 16V4000M73-0447-01.webp, 16V4000M73-0801-01.webp, 16V4000M73-1156-01.webp, 16V4000M73L-0080-01.webp, 16V4000M73L-0565-01.webp, 16V4000M73L-0910-01.webp, 16V4000M73L-1253-01.webp, 16V4000M90-0086-01.webp, 20V4000M93-0091-01.webp, 20V4000M93-0487-01.webp, 20V4000M93-0883-01.webp, 20V4000M93-1279-01.webp, 20V4000M93L-1191-01.webp, 20V4000M93L-1564-01.webp;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;;;Superseded;X52499100774;200988045000;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0087-01-40.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0442-01-40.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0090-01-40.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0429-01-40.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0074-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0581-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0093-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0447-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0801-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1156-01-200.webp
RB-12V4000M53-000486;;40;BUSHING;12V4000M53;12VM53;;201850032400;5365124000609;;;;;;0.037 KGM;0.037 KGM;C 32 X 36 X 20;;85;X52405500137;12V4000M53-0085-01.webp;12V4000M53;;;Superseded;000000001270;201850032400;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0085-01-40.webp
